"Model","Hull type","Category","Sailboat builder","Sailboat designer","Country","Construction","First built hull","Last built hull","Appendages","Helm","Rudder","Unsinkable","Trailerable","EC design category","Standard public price ex. VAT (indicative only)","Hull length","Beam (width)","Draft","Light displacement (MLC)","Upwind sail area","Downwind sail area","Mainsail area","Genoa area","Asymmetric spinnaker area","Rigging type","Mast configuration","Rotating spars","Number of levels of spreaders","Spreaders angle","Spars construction","Upwind sail area to displacement","Downwind sail area to displacement","Engine(s)","Engine(s) power","Fuel type","Cockpit","Cabin(s) (min./max.)","Berth(s) (min./max.)","Head(s)","Version","Waterline length","Ballast weight","Ballast type","Symmetric spinnaker area","I","J","P","E","HN (French rating)","Displacement-length ratio (DLR)","Ballast ratio","Critical hull speed","Fuel tank capacity","Berth(s)","Freshwater tank capacity","Maximum headroom","Draft when appendages up","Overall length","Cabin(s)","Fridge/ice-box capacity","Head headroom","Berth length","Berth width","Mast height from DWL","Standing rigging","Engine(s) power (min./max.)","Galley headroom","Saloon table length","Saloon table width (min./max.)","Chart table","Berth width (head/elbows/knees/feet)","French customs tonnage","Holding tank capacity","Sailboat collection","Number of hulls built","Jib area","Solent area","IOR rating","Waterline beam (width)","Staysail area","Righting moment @ 1°","Righting moment @ 30°","Award(s)","Head(s) (min./max.)","Boiler capacity","Former French navigation category","Saloon table width","Maximum displacement (MLDC)","Capacity","Mizzen sail area","Gennaker area","Code 0 area","Code 5 area","Fore freeboard","Mid-ship freeboard","Wetted area","Maximum transverse section","Stormjib area","Saloon width (min./max.)","Berth width (head/feet)","Folding type","Overall width folded","Overall length folded","Sailboat range","Running backstays","Yankee area","Crew","D-PN rating","Maximum righting moment","PY (Portsmouth Yardstick) rating","Water ballast","Water ballast capacity","Trapezes","Saloon width","Mizzen staysail area","Prismatic coefficient","source"
"Swan 65","Monohull","Offshore cruiser-racer sailboat","Nautor's Swan","Sparkman & Stephens","Finland","Hull and deck: GRP (glass reinforced polyester)","1971","1989","Keel : fin without bulb","Single helm wheel","Single rudder on skeg","No","No","","N/A €","64’ 7”19.68 m","16’ 4”4.96 m","9’ 6”2.9 m","70107 lb31800 kg","2362 ft²219.4 m²","4489 ft²417 m²","840 ft²78 m²","1522 ft²141.4 m²","","Sloop Marconi masthead","Keel stepped mast","No","2","0 °","Aluminum spars","235 ft²/T21.86 m²/T","447 ft²/T41.54 m²/T","1 inboard engine","","Diesel","Closed aft cockpit","","11  / 13","3","Sloop","47’14.33 m","30644 lb13900 kg","","3649 ft²339 m²","80’24.38 m","25’ 5”7.73 m","73’22.25 m","23’7.01 m","","306","44 %","9.19 knots","256.2 gal970 liters","","361.9 gal1370 liters","","","","4","113.6 gal430 liters","","","","80’ 2”24.43 m","1x19 strand wire discontinuous","89 HP / 148 HP","","","","","","","","","41","","","45.0","","","","","","","","","","","","","","","","","","775 ft²72 m²","","","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Swan 65","Monohull","Offshore cruiser-racer sailboat","Nautor's Swan","Sparkman & Stephens","Finland","Hull and deck: GRP (glass reinforced polyester)","1971","1989","Keel : fin without bulb","Single helm wheel","Single rudder on skeg","No","No","","N/A €","64’ 7”19.68 m","16’ 4”4.96 m","9’ 6”2.9 m","70107 lb31800 kg","2252 ft²209.2 m²","4869 ft²452.3 m²","620 ft²57.6 m²","1359 ft²126.3 m²","","Ketch Marconi masthead","Keel stepped mast","No","2","0 °","Aluminum spars","224 ft²/T20.84 m²/T","414 ft²/T38.45 m²/T","1 inboard engine","","Diesel","Closed aft cockpit","","11  / 13","3","Ketch","47’14.33 m","30644 lb13900 kg","","3261 ft²303 m²","74’ 11”22.83 m","24’ 2”7.38 m","67’ 8”20.64 m","18’ 4”5.58 m","","306","44 %","9.19 knots","256.2 gal970 liters","","361.9 gal1370 liters","","","","4","113.6 gal430 liters","","","","85’ 2”25.98 m","1x19 strand wire discontinuous","89 HP / 148 HP","","","","","","","","","41","","","45.0","","","","","","","","","","","","272 ft²25.3 m²","","","","","","775 ft²72 m²","","","","","","","","","","","","","","","","","","","715 ft²66.4 m²","","https://www.boat-specs.com/"
"Swan 66 FD","Monohull","Offshore cruiser-racer sailboat","Nautor's Swan","Frers  Naval Architecture & Engineering","Finland","Fiberglass reinforced epoxy: Sandwich PVC fiberglass epoxy with carbon fiber reinforcements","2008","2017","Keel : fin with bulb","Twin helm wheels","Single spade rudder","No","No","A","About 3 800 000 € (2016)","66’20.12 m","17’ 8”5.39 m","10’ 6”3.2 m","66139 lb30000 kg","2336 ft²217 m²","","1309 ft²121.6 m²","","","Sloop Marconi masthead","Keel stepped mast","No","3","Swept-back","Carbon fiber spars","242 ft²/T22.48 m²/T","","1 inboard engine","163 HP","Diesel","Open aft cockpit","","8  / 10","4","","56’ 5”17.19 m","20723 lb9400 kg","Lead","","90’ 2”27.5 m","24’ 5”7.45 m","82’ 10”25.25 m","24’ 11”7.6 m","","167","31 %","10.06 knots","211.3 gal800 liters","","264.2 gal1000 liters","","","","4","","","","","","Single-strand (ROD)","","","","","","","","","","","1027 ft²95.4 m²","","","","","","","","","19.8 gal75 liters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Swan 66 S","Monohull","Offshore cruiser-racer sailboat","Nautor's Swan","Frers  Naval Architecture & Engineering","Finland","Fiberglass reinforced epoxy: Sandwich PVC fiberglass epoxy with carbon fiber reinforcements","2008","2017","Keel : fin with bulb","Twin helm wheels","Single spade rudder","No","No","A","About 3 800 000 € (2016)","66’20.12 m","17’ 8”5.39 m","10’ 6”3.2 m","66139 lb30000 kg","2347 ft²218 m²","","1309 ft²121.6 m²","","","Sloop Marconi masthead","Keel stepped mast","No","3","Swept-back","Carbon fiber spars","243 ft²/T22.58 m²/T","","1 inboard engine","163 HP","Diesel","Open aft cockpit","","8  / 10","4","","56’ 5”17.19 m","20723 lb9400 kg","Lead","","90’ 2”27.5 m","24’ 5”7.45 m","82’ 8”25.2 m","24’ 11”7.6 m","","167","31 %","10.06 knots","343.4 gal1300 liters","","","","","","4","","","","","","Single-strand (ROD)","","","","","","","","19.8 gal75 liters","","","1038 ft²96.4 m²","","","","","","","","","330.2 gal1250 liters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Swan 95 S","Monohull","Offshore fast cruising sailboat","Nautor's Swan","Frers  Naval Architecture & Engineering","Finland","Carbon fiber reinforced epoxy:  - Hull: Sandwich  carbon fiber epoxy  - Deck: Sandwich  carbon fiber epoxy","2015","2019","Lifting keel : fin with bulb, lifting","Twin helm wheels","Twin spade rudders","No","No","A","About 9 500 000 € (2017)","94’ 8”28.87 m","22’ 7”6.9 m","14’ 5”4.4 m","130293 lb59100 kg","5284 ft²490.9 m²","","2951 ft²274.2 m²","","","Sloop Marconi 9/10","Keel stepped mast","No","4","Swept-back","Carbon fiber spars","348 ft²/T32.35 m²/T","","1 inboard engine","231 HP","Diesel","Open aft cockpit","","","6","Lifting keel","87’ 1”26.56 m","44092 lb20000 kg","","","125’ 4”38.2 m","38’ 6”11.73 m","124’ 5”37.91 m","37’ 5”11.4 m","","89","34 %","12.51 knots","660.4 gal2500 liters","12","317 gal1200 liters","","","","6","","","","","","","","","","","","","","171.7 gal650 liters","","","2333 ft²216.7 m²","","","","","","","","","26.4 gal100 liters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Symphonie","Monohull","Cruising sailboat","Jeanneau","Philippe Briand","France","GRP (glass reinforced polyester):  - Hull: Single skin  fiberglass polyester  - Deck: Sandwich balsa fiberglass polyester","1978","1984","Keel : fin without bulb","Single tiller","Single spade rudder","No","No","","N/A €","31’ 2”9.5 m","10’ 8”3.26 m","6’ 2”1.88 m","9833 lb4460 kg","658 ft²61.09 m²","1180 ft²109.66 m²","212 ft²19.66 m²","446 ft²41.43 m²","","Sloop Marconi masthead","Deck stepped mast","No","1","0 °","Aluminum spars","243 ft²/T22.55 m²/T","436 ft²/T40.47 m²/T","1 inboard engine","","Diesel","Closed aft cockpit","","6  / 8","1","Deep draft","26’ 2”8 m","4409 lb2000 kg","Cast iron","969 ft²90 m²","42’ 2”12.85 m","13’ 6”4.1 m","36’ 7”11.15 m","10’ 8”3.25 m","17.5","247","45 %","6.87 knots","17.4 gal66 liters","","31.7 gal120 liters","5’ 7”1.72 m","","","1","","5’ 8”1.75 m","","","46’ 4”14.1 m","Continuous","16 HP / 22 HP","","","","","","9.46 Tx","","","367","274 ft²25.46 m²","","24.2","8’ 11”2.7 m","","","","","","","2","","11321 lb5135 kg","","","","","","3’ 6”1.08 m","3’ 4”1.02 m","241 ft²22.39 m²","15 ft²1.36 m²","","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Symphonie","Monohull","Cruising sailboat","Jeanneau","Philippe Briand","France","GRP (glass reinforced polyester):  - Hull: Single skin  fiberglass polyester  - Deck: Sandwich balsa fiberglass polyester","1978","1984","Keel : fin without bulb","Single tiller","Single spade rudder","No","No","","N/A €","31’ 2”9.5 m","10’ 8”3.26 m","4’ 11”1.5 m","9833 lb4460 kg","658 ft²61.09 m²","1180 ft²109.66 m²","212 ft²19.66 m²","446 ft²41.43 m²","","Sloop Marconi masthead","Deck stepped mast","No","1","0 °","Aluminum spars","243 ft²/T22.55 m²/T","436 ft²/T40.47 m²/T","1 inboard engine","","Diesel","Closed aft cockpit","","6  / 8","1","Shoal draft","26’ 2”8 m","4409 lb2000 kg","Cast iron","969 ft²90 m²","42’ 2”12.85 m","13’ 6”4.1 m","36’ 7”11.15 m","10’ 8”3.25 m","17.5","247","45 %","6.87 knots","17.4 gal66 liters","","31.7 gal120 liters","5’ 7”1.72 m","","","1","","5’ 8”1.75 m","","","46’ 4”14.1 m","Continuous","16 HP / 22 HP","","","","","","9.46 Tx","","","367","274 ft²25.46 m²","","24.2","8’ 11”2.7 m","","","","","","","2","","11321 lb5135 kg","","","","","","3’ 6”1.08 m","3’ 4”1.02 m","241 ft²22.39 m²","15 ft²1.36 m²","","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Symphonie","Monohull","Cruising sailboat","Jeanneau","Philippe Briand","France","GRP (glass reinforced polyester):  - Hull: Single skin  fiberglass polyester  - Deck: Sandwich balsa fiberglass polyester","1978","1984","Centerboard : pivoting centerboard in the keel","Single tiller","Single spade rudder","No","No","","N/A €","31’ 2”9.5 m","10’ 8”3.26 m","6’ 7”2 m","9833 lb4460 kg","658 ft²61.09 m²","1180 ft²109.66 m²","212 ft²19.66 m²","446 ft²41.43 m²","","Sloop Marconi masthead","Deck stepped mast","No","1","0 °","Aluminum spars","243 ft²/T22.55 m²/T","436 ft²/T40.47 m²/T","1 inboard engine","","Diesel","Closed aft cockpit","","6  / 8","1","Keel and centerboard","26’ 2”8 m","4409 lb2000 kg","Cast iron exterior ballast with steel centerboard","969 ft²90 m²","42’ 2”12.85 m","13’ 6”4.1 m","36’ 7”11.15 m","10’ 8”3.25 m","17.5","247","45 %","6.87 knots","17.4 gal66 liters","","31.7 gal120 liters","5’ 7”1.72 m","3’ 11”1.2 m","","1","","5’ 8”1.75 m","","","46’ 4”14.1 m","Continuous","16 HP / 22 HP","","","","","","9.46 Tx","","","367","274 ft²25.46 m²","","24.2","8’ 11”2.7 m","","","","","","","2","","11321 lb5135 kg","","","","","","3’ 6”1.08 m","3’ 4”1.02 m","241 ft²22.39 m²","15 ft²1.36 m²","","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Tiwal 2","Monohull","Dinghy","Tiwal","Marion Excoffon","France","Hull and deck: inflatable 3D textile hull","2018","Still in production","Centerboard : daggerboard","Single tiller","Single transom hung rudder","No","Yes","D","About 4 000 € (2020)","9’ 2”2.8 m","4’ 11”1.5 m","2’ 6”0.75 m","88 lb40 kg","58 ft²5.4 m²","","58 ft²5.4 m²","","","Cat boat Marconi (square top mainsail)","Mast foot integrated on deck","No","","No spreader","Carbon fiber spars","497 ft²/T46.17 m²/T","","No engine","","","No cockpit","","","","Standard","","","","","","","","","","","","","","","","","0’ 2”0.05 m","","","","","","","","","","","","","","","","","","","","","","","","","","2020: Sailing World - Boat of the Year: Best Dinghy2020: SAIL magazine - Honorable Mention","","","","","","331 lb150 kg","","","","","","","","","","","","Dismountable","1’ 4”0.4 m","4’ 10”1.45 m","","","","1 - 2 (max 150 kg)","","","","","","","","","","https://www.boat-specs.com/"
"Tiwal 2","Monohull","Dinghy","Tiwal","Marion Excoffon","France","Hull and deck: inflatable 3D textile hull","2019","Still in production","Centerboard : daggerboard","Single tiller","Single transom hung rudder","No","Yes","D","About 4 350 € (2020)","9’ 2”2.8 m","4’ 11”1.5 m","2’ 6”0.75 m","88 lb40 kg","65 ft²6 m²","","65 ft²6 m²","","","Cat boat Marconi (square top mainsail)","Mast foot integrated on deck","No","","No spreader","Carbon fiber spars","552 ft²/T51.3 m²/T","","No engine","","","No cockpit","","","","X","","","","","","","","","","","","","","","","","0’ 2”0.05 m","","","","","","","","","","","","","","","","","","","","","","","","","","2020: Sailing World - Boat of the Year: Best Dinghy2020: SAIL magazine - Honorable Mention","","","","","","331 lb150 kg","","","","","","","","","","","","Dismountable","1’ 4”0.4 m","4’ 10”1.45 m","","","","1 - 2 (max 150 kg)","","","","","","","","","","https://www.boat-specs.com/"
"Tiwal 3","Monohull","Dinghy","Tiwal","Marion Excoffon","France","Hull and deck: inflatable 3D textile hull","2013","Still in production","Centerboard : daggerboard","Single tiller","Single transom hung rudder","No","Yes","D","About 4 600 € (2020)","10’ 6”3.2 m","5’ 4”1.62 m","2’ 6”0.75 m","110 lb50 kg","75 ft²7 m²","","75 ft²7 m²","","","Cat boat Marconi (square top mainsail)","Mast foot integrated on deck","No","","No spreader","Carbon fiber spars","555 ft²/T51.58 m²/T","","No engine","","","Aft cockpit with racks","","","","","","","","","","","","","","","","","","","","","0’ 2”0.05 m","","","","","","","","","","","","","","","","","","","","","","","","","","2014: Sailing World - Boat of the Year: Best Innovation","","","","","","441 lb200 kg","","","","","","","","","","","","Dismountable","4’ 10”1.45 m","2’ 4”0.7 m","","","","1 - 2 (max 200kg)","","","","","","","","","","https://www.boat-specs.com/"
"Tizh 40","Monohull","Offshore racing sailboat","BG Race","Guillaume Verdier Architecture Navale","France","Fiberglass reinforced epoxy: Sandwich PVC fiberglass epoxy","2014","2017","Keel : T-shaped keel (with bulb)","Single tiller","Twin spade rudders","No","No","A","About 415 000 € (2017)","40’12.19 m","14’ 10”4.5 m","9’ 10”3 m","9921 lb4500 kg","1238 ft²115 m²","1722 ft²160 m²","","","1722 ft²160 m²","Sloop Marconi 9/10","Keel stepped mast","No","2","Swept-back","Carbon fiber spars","454 ft²/T42.19 m²/T","632 ft²/T58.7 m²/T","1 inboard engine","36 HP","Diesel","Open aft cockpit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Class 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lateral water ballasts","299.1 gal375 liters","","","","","https://www.boat-specs.com/"
"Tonic 23","Monohull","Coastal cruising sailboat","Jeanneau","Harlé-Mortain","France","GRP (glass reinforced polyester):  - Hull: Single skin  fiberglass polyester  - Deck: Sandwich balsa fiberglass polyester","1985","1992","Keel : fin without bulb","Single tiller","Single transom hung rudder","No","Yes","","N/A €","22’ 7”6.9 m","8’ 2”2.5 m","3’ 8”1.12 m","2866 lb1300 kg","316 ft²29.4 m²","521 ft²48.4 m²","157 ft²14.6 m²","159 ft²14.8 m²","","Sloop Marconi fractional","Deck stepped mast","No","1","Swept-back","Aluminum spars","266 ft²/T24.68 m²/T","437 ft²/T40.63 m²/T","1 outboard engine","10 HP","","Closed aft cockpit","","","1","Fin keel","20’ 4”6.2 m","992 lb450 kg","Cast iron","364 ft²33.8 m²","23’ 7”7.2 m","7’ 11”2.4 m","27’ 11”8.5 m","10’3.06 m","9.0","154","35 %","6.04 knots","","4","5.3 gal20 liters","4’ 1”1.24 m","","24’7.3 m","1","","5’ 6”1.69 m","6’ 2”1.9 m","4’ 4”1.32 m","38’ 5”11.7 m","Continuous","","5’ 5”1.65 m","3’ 5”1.05 m","1’ 11”0.59 m / 2’ 6”0.76 m","2’ 2”0.68 m x 2’ 1”0.65 m","","4.48 Tx","","","About 750","86 ft²8 m²","140 ft²13 m²","","7’ 2”2.18 m","","192 lb.ft27 kg.m","","","","","3","","4101 lb1860 kg","","","","","","3’ 4”1.02 m","2’ 11”0.88 m","133 ft²12.35 m²","7 ft²0.64 m²","43 ft²4 m²","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Tonic 23","Monohull","Coastal cruising sailboat","Jeanneau","Harlé-Mortain","France","GRP (glass reinforced polyester):  - Hull: Single skin  fiberglass polyester  - Deck: Sandwich balsa fiberglass polyester","1985","1992","Centerboard : pivoting centerboard in the keel","Single tiller","Single transom hung rudder","No","Yes","","N/A €","22’ 7”6.9 m","8’ 2”2.5 m","4’ 6”1.38 m","2932 lb1330 kg","316 ft²29.4 m²","521 ft²48.4 m²","157 ft²14.6 m²","159 ft²14.8 m²","","Sloop Marconi fractional","Deck stepped mast","No","1","Swept-back","Aluminum spars","262 ft²/T24.31 m²/T","431 ft²/T40.02 m²/T","1 outboard engine","10 HP","","Closed aft cockpit","","","1","Keel and centerboard","20’ 4”6.2 m","1058 lb480 kg","Cast iron exterior ballast with steel centerboard","364 ft²33.8 m²","23’ 7”7.2 m","7’ 11”2.4 m","27’ 11”8.5 m","10’3.06 m","9.0","158","36 %","6.04 knots","","4","5.3 gal20 liters","4’ 1”1.24 m","2’ 4”0.7 m","24’7.3 m","1","","5’ 6”1.69 m","6’ 2”1.9 m","4’ 4”1.32 m","38’ 5”11.7 m","Continuous","","5’ 5”1.65 m","3’ 5”1.05 m","1’ 11”0.59 m / 2’ 6”0.76 m","2’ 2”0.68 m x 2’ 1”0.65 m","","4.48 Tx","","","About 750","86 ft²8 m²","140 ft²13 m²","","7’ 2”2.18 m","","192 lb.ft27 kg.m","","","","","3","","4101 lb1860 kg","","","","","","3’ 4”1.02 m","2’ 11”0.88 m","133 ft²12.35 m²","7 ft²0.64 m²","43 ft²4 m²","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Trident 80","Monohull","Cruising sailboat","SMAP Neptune","Daniel Tortarolo","France","Hull and deck: GRP (glass reinforced polyester)","1975","1988","Keel : fin without bulb","Single tiller","Single semi-spade rudder","No","No","","N/A €","26’ 2”8 m","9’ 6”2.9 m","4’ 10”1.45 m","5181 lb2350 kg","398 ft²37 m²","700 ft²65 m²","118 ft²11 m²","280 ft²26 m²","","Sloop Marconi masthead","Deck stepped mast","No","1","0 °","Aluminum spars","225 ft²/T20.93 m²/T","396 ft²/T36.77 m²/T","1 outboard or inboard engine","","Diesel for inboard engine, gas for outboard","Closed aft cockpit","","4  / 5","1","Shoal draft","23’ 5”7.14 m","2094 lb950 kg","","581 ft²54 m²","","","","","","183","40 %","6.49 knots","","","13.2 gal50 liters","5’ 11”1.8 m","","","1","","","","","","1x19 strand wire continuous","8 HP / 10 HP","","","","","","6.32 Tx","","","About 600","151 ft²14 m²","","","","","","","","","","2","","","","","291 ft²27 m²","","","","","","","43 ft²4 m²","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
"Trident 80","Monohull","Cruising sailboat","SMAP Neptune","Daniel Tortarolo","France","Hull and deck: GRP (glass reinforced polyester)","1975","1988","Keel : fin without bulb","Single tiller","Single semi-spade rudder","No","No","","N/A €","26’ 2”8 m","9’ 6”2.9 m","5’ 2”1.6 m","5181 lb2350 kg","398 ft²37 m²","700 ft²65 m²","118 ft²11 m²","280 ft²26 m²","","Sloop Marconi masthead","Deck stepped mast","No","1","0 °","Aluminum spars","225 ft²/T20.93 m²/T","396 ft²/T36.77 m²/T","1 outboard or inboard engine","","Diesel for inboard engine, gas for outboard","Closed aft cockpit","","4  / 5","1","Deep draft","23’ 5”7.14 m","2094 lb950 kg","","581 ft²54 m²","","","","","","183","40 %","6.49 knots","","","13.2 gal50 liters","5’ 11”1.8 m","","","1","","","","","","1x19 strand wire continuous","8 HP / 10 HP","","","","","","6.32 Tx","","","About 600","151 ft²14 m²","","","","","","","","","","2","","","","","291 ft²27 m²","","","","","","","43 ft²4 m²","","","","","","","","","","","","","","","","","","","https://www.boat-specs.com/"
